trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
512,False,"{'a': 0.12500000000000003, 'e': 0.34495530879671704}",30,8,-42.37851450765234,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
513,False,"{'a': 0.12491872559477182, 'e': 0.3441239003976743}",30,15,-32.76167995770013,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
514,False,"{'a': 0.12483766215500816, 'e': 0.3432942727896306}",20,12,13.772408906444882,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.12475680872425873, 'e': 0.3424664231891436}",30,1,-3.3144568826475242,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 0}",1
516,False,"{'a': 0.12467616435225581, 'e': 0.3416403488112112}",25,17,9.195687910950376,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.1245957280948625, 'e': 0.34081604686932143}",30,16,-17.10203972483345,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
518,False,"{'a': 0.12451549901402126, 'e': 0.33999351457550286}",20,12,-49.71249878084591,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
519,False,"{'a': 0.12443547617770329, 'e': 0.33917274914037354}",30,23,10.201338467826556,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.12435565865985812, 'e': 0.33835374777319066}",30,20,-28.96165231183763,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
521,False,"{'a': 0.12427604554036396, 'e': 0.33753650768189875}",25,0,-74.40423242554216,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
522,False,"{'a': 0.12419663590497836, 'e': 0.33672102607317805}",30,19,14.593881219127596,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.12411742884528944, 'e': 0.33590730015249237}",25,14,-21.813503426750568,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
524,False,"{'a': 0.12403842345866785, 'e': 0.3350953271241362}",35,17,8.2530282639515,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.12395961884821873, 'e': 0.3342851041912823}",20,14,-7.235488600441008,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
526,False,"{'a': 0.12388101412273463, 'e': 0.3334766285560276}",25,20,10.987502963712384,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.12380260839664868, 'e': 0.3326698974194399}",20,3,-40.71518885110805,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
528,False,"{'a': 0.12372440078998821, 'e': 0.3318649079816035}",20,7,3.582735175701546,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 0.12364639042832894, 'e': 0.3310616574416644}",25,1,16.138689925987997,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
530,False,"{'a': 0.12356857644274961, 'e': 0.33026014299787565}",25,3,0.5172847711473094,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
531,False,"{'a': 0.12349095796978697, 'e': 0.3294603618476418}",20,5,-36.75124643468432,"{0: 9, 1: 4, 2: 1, 3: 1, 4: 0}",1
532,False,"{'a': 0.12341353415139136, 'e': 0.3286623111875632}",25,13,19.18613103168778,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.12333630413488267, 'e': 0.3278659882134798}",20,12,1.0975187642344548,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.12325926707290662, 'e': 0.3270713901205146}",25,5,-48.38748083102384,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
535,False,"{'a': 0.1231824221233918, 'e': 0.326278514103117}",20,6,12.888347802746551,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
536,False,"{'a': 0.1231057684495068, 'e': 0.32548735735510526}",20,3,6.457129728755446,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
537,False,"{'a': 0.1230293052196179, 'e': 0.324697917069709}",20,8,-2.997783653286737,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
538,False,"{'a': 0.1229530316072472, 'e': 0.32391019043961133}",20,0,-73.01869835645724,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
539,False,"{'a': 0.12287694679103116, 'e': 0.3231241746569902}",20,9,-11.537643286098257,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
540,False,"{'a': 0.12280104995467955, 'e': 0.32233986691356004}",25,7,-14.024917116763834,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
541,False,"{'a': 0.12272534028693474, 'e': 0.3215572644006125}",20,8,5.225335656474752,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.12264981698153143, 'e': 0.320776364309057}",30,20,12.143046165911317,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.12257447923715681, 'e': 0.3199971638294611}",25,4,10.481187189456612,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
544,False,"{'a': 0.12249932625741115, 'e': 0.31921966015209013}",25,7,18.052891167007566,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.12242435725076864, 'e': 0.3184438504669473}",25,0,-9.631571456301412,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
546,False,"{'a': 0.12234957143053862, 'e': 0.3176697319638122}",25,10,18.180301349716544,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
547,False,"{'a': 0.1222749680148274, 'e': 0.31689730183228015}",25,15,-4.137025643856771,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
548,False,"{'a': 0.12220054622650023, 'e': 0.3161265572618005}",20,0,-12.28028296749725,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
549,False,"{'a': 0.12212630529314368, 'e': 0.315357495441715}",20,0,-32.50238086590606,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
550,False,"{'a': 0.1220522444470285, 'e': 0.3145901135612954}",30,14,-28.175111881237463,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
551,False,"{'a': 0.12197836292507265, 'e': 0.3138244088097813}",25,7,4.918605109586533,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
552,False,"{'a': 0.12190465996880497, 'e': 0.3130603783764171}",25,0,19.726134441109256,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
553,False,"{'a': 0.12183113482432877, 'e': 0.3122980194504892}",20,7,-8.07196394679747,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
554,False,"{'a': 0.12175778674228631, 'e': 0.31153732922136207}",25,15,-64.60627849139057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
555,False,"{'a': 0.12168461497782314, 'e': 0.31077830487851515}",20,13,-19.778958584347645,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
556,False,"{'a': 0.12161161879055306, 'e': 0.3100209436115782}",25,0,-23.638606751270526,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
557,False,"{'a': 0.12153879744452334, 'e': 0.30926524261036736}",30,12,-10.470272630022576,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
558,False,"{'a': 0.12146615020818019, 'e': 0.30851119906492025}",20,4,-33.550811732542435,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
559,False,"{'a': 0.12139367635433478, 'e': 0.30775881016553086}",30,6,-88.11730790334693,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 2}",1
560,False,"{'a': 0.12132137516012935, 'e': 0.30700807310278466}",20,0,-6.249964903836219,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
561,False,"{'a': 0.1212492459070037, 'e': 0.30625898506759264}",25,18,1.8870710924524245,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
562,False,"{'a': 0.12117728788066215, 'e': 0.3055115432512255}",25,14,7.155410661755221,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.1211055003710406, 'e': 0.3047657448453477}",25,5,19.091997829655973,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'a': 0.12103388267227407, 'e': 0.30402158704205046}",20,5,-30.673973813016573,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
565,False,"{'a': 0.12096243408266434, 'e': 0.3032790670338856}",25,9,-1.0375900713644408,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
566,False,"{'a': 0.12089115390464822, 'e': 0.30253818201389787}",20,12,15.041841489529542,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.1208200414447658, 'e': 0.3017989291756582}",25,0,-2.212882956742,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
568,False,"{'a': 0.1207490960136292, 'e': 0.3010613057132956}",20,14,11.07508095180363,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.12067831692589143, 'e': 0.30032530882152925}",30,19,-10.216591398366916,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
570,False,"{'a': 0.1206077035002158, 'e': 0.29959093569570056}",25,12,-17.502999171104122,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
571,False,"{'a': 0.12053725505924534, 'e': 0.29885818353180454}",30,19,16.22462308462238,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.1204669709295727, 'e': 0.298127049526521}",20,0,-32.413126915878976,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
573,False,"{'a': 0.12039685044171028, 'e': 0.2973975308772456}",25,14,-2.684901481531801,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
574,False,"{'a': 0.12032689293006059, 'e': 0.2966696247821203}",30,8,-57.88469577300872,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 1}",1
575,False,"{'a': 0.12025709773288684, 'e': 0.2959433284400642}",35,23,7.222519988728669,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.12018746419228403, 'e': 0.2952186390508034}",20,13,-11.904876745026854,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
577,False,"{'a': 0.1201179916541501, 'e': 0.2944955538149008}",20,3,9.219116654310234,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.12004867946815731, 'e': 0.2937740699337861}",35,21,-22.91199884212323,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
579,False,"{'a': 0.1199795269877241, 'e': 0.2930541846097846}",30,14,10.525111431527957,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
580,False,"{'a': 0.119910533569987, 'e': 0.292335895046147}",20,12,7.225747264246863,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.11984169857577297, 'e': 0.2916191984470775}",20,6,10.64845940490942,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
582,False,"{'a': 0.11977302136957184, 'e': 0.290904092017763}",20,0,-13.90490642084577,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
583,False,"{'a': 0.11970450131950902, 'e': 0.2901905729644011}",25,17,13.97886418953626,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.11963613779731866, 'e': 0.28947863849422817}",20,15,-12.784634895730532,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
585,False,"{'a': 0.11956793017831675, 'e': 0.28876828581554737}",20,9,7.7237263989813805,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.11949987784137475, 'e': 0.28805951213775605}",20,6,-13.868310872750724,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
587,False,"{'a': 0.11943198016889323, 'e': 0.28735231467137334}",30,14,-16.187344313870828,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
588,False,"{'a': 0.11936423654677585, 'e': 0.28664669062806686}",30,10,28.22852419002477,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.1192966463644036, 'e': 0.2859426372206798}",25,4,-29.995120999295626,"{0: 16, 1: 3, 2: 0, 3: 2, 4: 0}",1
590,False,"{'a': 0.11922920901460933, 'e': 0.2852401516632576}",20,9,20.81128679869699,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.11916192389365225, 'e': 0.28453923117107416}",30,3,-23.85724916319417,"{0: 22, 1: 0, 2: 5, 3: 0, 4: 0}",1
592,False,"{'a': 0.11909479040119296, 'e': 0.2838398729606581}",25,9,16.654579278053184,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
593,False,"{'a': 0.1190278079402686, 'e': 0.28314207424981847}",25,20,8.418989817008217,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.11896097591726804, 'e': 0.28244583225767067}",20,0,-12.494699864892477,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
595,False,"{'a': 0.11889429374190769, 'e': 0.2817511442046617}",20,15,3.1265853404980177,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.11882776082720711, 'e': 0.2810580073125954}",20,0,21.627519263448033,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.11876137658946508, 'e': 0.28036641880465757}",20,3,-43.653342924545505,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
598,False,"{'a': 0.11869514044823584, 'e': 0.27967637590544037}",25,15,3.451231502794644,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
599,False,"{'a': 0.11862905182630552, 'e': 0.27898787584096735}",20,14,13.727037080110367,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.11856311014966878, 'e': 0.2783009158387173}",25,13,6.982701277495577,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
601,False,"{'a': 0.1184973148475056, 'e': 0.27761549312764855}",25,17,15.037278640536947,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.11843166535215852, 'e': 0.27693160493822283}",25,0,-19.619844381513772,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
603,False,"{'a': 0.11836616109910968, 'e': 0.276249248502429}",20,16,5.913071013290175,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.11830080152695839, 'e': 0.2755684210538061}",20,7,-23.669744078907218,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
605,False,"{'a': 0.11823558607739883, 'e': 0.274889119827467}",20,13,1.2078805469802518,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
606,False,"{'a': 0.11817051419519786, 'e': 0.2742113420601213}",20,16,7.023638816197052,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.11810558532817302, 'e': 0.2735350849900981}",30,6,39.86688065420607,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.11804079892717088, 'e': 0.2728603458573683}",30,18,16.685926441005147,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.11797615444604538, 'e': 0.27218712190356753}",20,9,-3.521558278555317,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
610,False,"{'a': 0.11791165134163657, 'e': 0.27151541037201776}",25,7,36.23594721928181,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.11784728907374926, 'e': 0.2708452085077498}",25,0,-16.13421755975174,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",1
612,False,"{'a': 0.11778306710513219, 'e': 0.27017651355752453}",20,13,12.50670658215322,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.11771898490145706, 'e': 0.26950932276985495}",25,0,6.095620287506447,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
614,False,"{'a': 0.11765504193129796, 'e': 0.2688436333950272}",20,14,-1.5574304538957273,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.1175912376661109, 'e': 0.26817944268512184}",20,14,11.894546688227825,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.1175275715802136, 'e': 0.2675167478940348}",30,10,1.6471152475881046,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
617,False,"{'a': 0.1174640431507652, 'e': 0.26685554627749825}",25,0,23.363870628800054,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
618,False,"{'a': 0.1174006518577465, 'e': 0.26619583509310113}",25,14,-21.057027358639797,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
619,False,"{'a': 0.1173373971839401, 'e': 0.26553761160030936}",20,4,27.7787802974363,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.11727427861491087, 'e': 0.26488087306048624}",20,6,-55.2929791164962,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
621,False,"{'a': 0.11721129563898647, 'e': 0.2642256167369125}",30,15,26.96330293025662,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.11714844774723807, 'e': 0.2635718398948059}",30,16,25.74666012237919,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.11708573443346136, 'e': 0.2629195398013409}",30,8,24.01977778680682,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
624,False,"{'a': 0.11702315519415757, 'e': 0.2622687137256683}",20,0,19.742346211484765,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
625,False,"{'a': 0.11696070952851464, 'e': 0.2616193589389344}",20,3,19.847930443646444,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.11689839693838872, 'e': 0.2609714727142999}",25,8,19.302055366027094,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.11683621692828558, 'e': 0.26032505232695907}",20,0,-14.421290244193088,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
628,False,"{'a': 0.11677416900534246, 'e': 0.25968009505415834}",25,15,-3.9506473101734074,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.11671225267930989, 'e': 0.25903659817521474}",20,8,13.8717614127867,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.11665046746253363, 'e': 0.2583945589715345}",25,10,8.341618757218043,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.11658881286993693, 'e': 0.25775397472663103}",25,9,15.511167525066854,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
632,False,"{'a': 0.11652728841900283, 'e': 0.25711484272614293}",20,15,11.353156697521385,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.11646589362975655, 'e': 0.25647716025785205}",25,13,7.909366345825283,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
634,False,"{'a': 0.11640462802474824, 'e': 0.2558409246117009}",25,13,-29.690430732344534,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
635,False,"{'a': 0.11634349112903561, 'e': 0.2552061330798102}",25,15,7.126886237363324,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
636,False,"{'a': 0.11628248247016691, 'e': 0.25457278295649644}",25,5,-39.278467489089536,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
637,False,"{'a': 0.11622160157816397, 'e': 0.25394087153828865}",35,25,10.18133624190401,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.11616084798550537, 'e': 0.2533103961239457}",25,14,22.052983989039742,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.11610022122710979, 'e': 0.25268135401447295}",20,6,25.012517714017648,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.1160397208403195, 'e': 0.25205374251313906}",20,14,9.36368628574045,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.11597934636488383, 'e': 0.2514275589254923}",25,1,37.47367934765927,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.11591909734294319, 'e': 0.250802800559377}",25,9,-3.6128794702825235,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
643,False,"{'a': 0.11585897331901263, 'e': 0.25017946472494984}",35,21,21.872863971120747,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.1157989738399661, 'e': 0.24955754873469557}",20,0,25.580435080462227,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
645,False,"{'a': 0.11573909845502044, 'e': 0.24893704990344312}",25,9,12.384959778117828,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.11567934671571978, 'e': 0.24831796554838112}",25,0,4.146737300443805,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
647,False,"{'a': 0.11561971817591984, 'e': 0.24770029298907373}",20,14,-0.7957519280030174,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.11556021239177247, 'e': 0.24708402954747566}",20,0,10.027346277225217,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
649,False,"{'a': 0.11550082892171039, 'e': 0.24646917254794753}",25,8,-1.5702469587907917,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.11544156732643196, 'e': 0.24585571931727113}",30,9,-24.26894825931066,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
651,False,"{'a': 0.11538242716888598, 'e': 0.24524366718466425}",20,10,19.691963819987613,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.11532340801425686, 'e': 0.24463301348179525}",20,0,-42.64504689380833,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
653,False,"{'a': 0.11526450942994973, 'e': 0.244023755542798}",25,8,6.390652329919032,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
654,False,"{'a': 0.11520573098557566, 'e': 0.2434158907042862}",30,16,14.35089215065786,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.1151470722529372, 'e': 0.2428094163053677}",25,11,14.528884946964517,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
656,False,"{'a': 0.11508853280601371, 'e': 0.24220432968765884}",25,20,11.088204273290533,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.11503011222094715, 'e': 0.24160062819529826}",20,6,6.041335013035773,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
658,False,"{'a': 0.11497181007602776, 'e': 0.24099830917496098}",20,13,12.691632784822094,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.11491362595167996, 'e': 0.24039736997587213}",30,19,9.399199132018602,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
660,False,"{'a': 0.11485555943044826, 'e': 0.23979780794982056}",35,19,17.202599936988108,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
661,False,"{'a': 0.11479761009698346, 'e': 0.23919962045117216}",30,14,32.187071993795385,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.11473977753802878, 'e': 0.23860280483688354}",35,24,12.285832626172262,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.11468206134240613, 'e': 0.23800735846651483}",30,20,17.17518106663255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.11462446110100277, 'e': 0.23741327870224296}",25,14,8.931709296763746,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.1145669764067575, 'e': 0.2368205629088747}",30,9,21.88390245352126,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.11450960685464762, 'e': 0.23622920845385914}",20,6,26.489700418172067,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.11445235204167543, 'e': 0.23563921270730057}",20,10,17.07077359333149,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.1143952115668553, 'e': 0.23505057304197083}",30,10,5.328393405308217,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
669,False,"{'a': 0.11433818503120047, 'e': 0.2344632868333219}",25,13,11.748165732813028,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.11428127203771021, 'e': 0.233877351459498}",30,10,0.5961633374883071,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
671,False,"{'a': 0.11422447219135697, 'e': 0.23329276430134782}",25,16,15.507873413616116,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.11416778509907356, 'e': 0.23270952274243636}",20,6,22.26273424679497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.11411121036974069, 'e': 0.23212762416905694}",30,18,7.17579831143802,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.11405474761417429, 'e': 0.23154706597024288}",25,17,17.83814019895062,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.11399839644511316, 'e': 0.2309678455377791}",35,23,28.633903624073604,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.11394215647720658, 'e': 0.23038996026621364}",20,2,1.2692419372918387,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
677,False,"{'a': 0.11388602732700215, 'e': 0.22981340755286897}",30,18,-8.06172270678442,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
678,False,"{'a': 0.11383000861293362, 'e': 0.22923818479785324}",30,18,8.093296965652135,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.1137740999553088, 'e': 0.22866428940407146}",25,0,9.301415189483405,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
680,False,"{'a': 0.11371830097629769, 'e': 0.2280917187772364}",25,8,-15.730980803745254,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
681,False,"{'a': 0.11366261129992052, 'e': 0.22752047032587958}",20,2,21.024652802928088,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.11360703055203612, 'e': 0.22695054146136168}",25,11,-9.82781487732051,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
683,False,"{'a': 0.11355155836033017, 'e': 0.22638192959788364}",25,14,6.94557163286418,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.11349619435430358, 'e': 0.22581463215249686}",35,25,5.159451440958388,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
